sub,amg_hipp,amg_vmpfc,amg_SnM,amgM,trial,condition
sub-071,0.87565407343953,0.797817793108832,0.05886757877362412,0.0853839312610029,1,CSplusUS1
sub-071,0.3076020069762446,0.7893875353566623,-0.49599810636211683,-0.06925246625,2,CSminus1
sub-071,0.5850298076498225,-0.11571060528786054,-0.8134710395222945,0.316671673125,3,CSplus1
sub-071,0.4348261429015703,0.17184051424989352,0.913157397036453,-0.121831015,4,CSplusUS1
sub-071,0.7254357979373609,0.4120432509081706,0.8452834972258829,-0.341906918,5,CSminus1
sub-071,0.8670319951837125,0.8126786927437374,0.6163133713066535,-0.28445833249999997,6,CSplus1
sub-071,0.16903592203370335,0.22441283107824125,0.4919516113168614,0.2452334075,7,CSplus1
sub-071,0.12259161680330491,0.15641742905868486,0.5434808630118213,0.11155485037499997,8,CSminus1
sub-071,0.07365047953977465,0.19835515566110665,0.3881953973044011,0.15051270149999998,9,CSplusUS1
sub-071,0.6559686168415274,0.9654970203132255,0.47229752497570915,-0.04794726000000002,10,CSminus1
sub-071,0.7460293635087109,0.8915741479100079,0.6896268130254519,0.0012340300000000526,11,CSplusUS1
sub-071,0.5094506521354767,0.10355311223158206,0.02273929228308877,0.237044425,12,CSplus1
sub-071,0.5524572005502363,0.7749815745310549,0.5402956934403956,0.18700178675,13,CSminus1
sub-071,0.33566318330005235,0.4880016039265336,0.23250759000535348,-0.302059015825,14,CSplus1
sub-071,-0.3923615416318576,0.3247054826659373,-0.06504264151206662,0.06957653475,15,CSminus1
sub-071,-0.11810475367001405,0.4731104909256753,-0.12219704845217064,0.11683358625000001,16,CSminus1
sub-071,0.6469377321550553,0.6416062232711609,-0.14024999999562565,-0.18304218125,17,CSplus1
sub-071,0.6351081824682673,-0.2667022350481958,0.33977087375246573,0.3357328815,18,CSplusUS1
sub-071,0.7001463173152491,0.7331025397500144,0.6170362119606105,0.016364211875000007,19,CSminus1
sub-071,0.7685653668328716,0.024314628053071375,-0.4774435578204004,-0.12167217250000001,20,CSplus1
sub-071,0.5762962305789376,0.5064449922658647,0.19276082953640455,0.1494187405,21,CSplus1
sub-071,0.6720735318941623,-0.045451278453574814,-0.35167329471695874,-0.284560806875,22,CSminus1
sub-071,0.7396783152255656,0.1405431775122541,0.05707281286747161,0.056828209224999995,23,CSplus1
sub-071,0.7343172577382155,0.7915711862933807,0.5803385040591124,-0.216737408125,24,CSplusUS1
sub-071,0.21325262466733622,0.4237009613995483,0.28873049999885225,0.008089903874999999,25,CSminus1
sub-071,0.852015082567662,0.7271208048977887,0.34003323901026616,-0.066933365,26,CSplus1
sub-071,0.7435331061307788,-0.35730187482535425,0.6432349634657094,0.4163805783125,27,CSminus1
sub-071,0.8346278994673836,0.7801446702923537,0.5115561928424921,-0.41490244412499994,28,CSplus1
sub-071,-0.13443189954643184,-0.24918235725439264,0.32503522061406775,0.0651719692125,29,CSplus1
sub-071,0.788678807873881,0.39507079804502826,0.6741086054415318,-0.32833138125,30,CSminus1
sub-071,0.17186457467330774,0.7193849094995937,0.47668310828404964,0.19452641568749995,31,CSminusUS2
sub-071,0.07020027492335651,0.34144304128797376,0.3914716377137988,-0.64356104575,32,CSplus2
sub-071,0.15838897928579385,0.05138050527352492,0.33819343038594735,0.0601842875,33,CSminus2
sub-071,0.8241059808909137,0.5086000501632096,0.2706913016613248,-0.18389043125,34,CSminusUS2
sub-071,0.6452423954791986,0.45381480140325564,0.4175144508752945,-0.24871080875,35,CSplus2
sub-071,0.7794691064677975,0.02105604039046327,0.7352479022561419,-0.25832723074999997,36,CSminus2
sub-071,0.8010949422461328,0.6109436702882916,0.7305409516423895,0.212852071,37,CSplus2
sub-071,0.8030147122596286,0.05565928865756449,0.7546207829511872,0.09481539625000002,38,CSminus2
sub-071,0.2517290267010772,0.10588754456594432,0.5434817072875103,0.44566684037500004,39,CSminus2
sub-071,0.5860866680361365,0.9029080090331991,0.52685911201596,0.26306166125,40,CSplus2
sub-071,0.1461126272148081,0.1524276909536964,0.7078497379545343,-0.07023574475,41,CSminusUS2
sub-071,0.5981105109576494,-0.19046281580377722,0.5919298534878086,0.126863273625,42,CSminus2
sub-071,0.291719218604569,0.5184596961615342,0.7310074903353783,0.428330268375,43,CSplus2
sub-071,0.8564489253505231,0.6350336206243556,0.7132020622903781,-0.09055695950000003,44,CSminusUS2
sub-071,0.6702879836529924,0.0023485876441861064,0.28382456848893756,-0.30920574125,45,CSminus2
sub-071,0.7474416825487771,0.290281717495581,0.6462048012889836,0.10395489875,46,CSplus2
sub-071,0.2895437602627155,0.4027548252503746,0.17854746732325327,0.4404297205,47,CSplus2
sub-071,0.6603448630138635,0.2834119453198269,0.8039403268242811,-0.09512662812499997,48,CSminus2
sub-071,0.6670488961353191,0.48456835984257945,0.04411672886372253,0.144728959375,49,CSplus2
sub-071,0.5401990435830597,0.5913423697391436,0.37319121475307876,-0.2346124175,50,CSminusUS2
sub-071,0.45211557455449436,0.7025673614833541,-0.04766555348313189,-0.09494544125000001,51,CSminus2
sub-071,-0.041424575101056405,0.23549026800336964,0.5537128290651158,0.342335965875,52,CSplus2
sub-071,0.25865581856393843,0.5199581448941226,0.36501035123579545,-0.5316721762500001,53,CSminus2
sub-071,0.03778431991464544,0.22626904108810997,-0.2902146307078527,-0.09329708312500003,54,CSminus2
sub-071,0.38613813545272013,-0.07066177960955312,-0.32981550327046205,-0.015079278750000001,55,CSplus2
sub-071,0.8600020849560139,0.7515983958751339,0.7952825215955754,-0.046175552499999994,56,CSminusUS2
sub-071,0.9064325603941866,0.8400712139014135,0.666727460126446,0.3045809100000001,57,CSplus2
sub-071,0.520713629542717,0.6265573236180261,-0.1050459661496399,0.09930019437500001,58,CSminus2
sub-071,0.8430439972281628,0.9285063359806899,0.5671615085517413,0.06243660499999998,59,CSplus2
sub-071,0.6552152423107245,0.3549665634848918,0.18746409824872157,-0.038543750875000005,60,CSminus2
sub-071,0.6958707518853094,0.7670341749315579,0.5336904815109714,-0.030892880000000005,61,CSminusUS2
sub-071,-0.13145679117586914,-0.17164849343163016,0.20410124951171751,0.10533273000000001,62,CSplus2
sub-071,0.2257278569556745,0.46179607344571016,-0.3427352373688845,-0.10031725999999999,63,CSplus2
sub-071,0.6273721779478756,0.5520536929477737,0.7964462321579411,0.21811005875000003,64,CSminus2
sub-071,0.4556955900884936,0.656279959301662,0.6892736120823408,0.117138189875,65,CSminus2
sub-071,0.5296135115377255,0.7136031725543168,0.437530618112032,-0.38669866799999997,66,CSplus2
sub-071,0.9622428589645738,0.8801672197626792,0.6791810448819617,0.130845650375,67,CSminus2
sub-071,0.9090267655876725,0.7183094968621855,0.5580974740312579,0.29264664500000004,68,CSplus2
sub-071,0.7184175494141767,0.9162730210655464,0.7390527059851182,-0.5016903537499999,69,CSminus2
sub-204,0.8974452521896003,0.5271412033239709,-0.7391520710480904,-0.28196119124067137,1,CSplusUS1
sub-204,0.859583302687449,0.7525300637451396,0.030882401227287637,0.73713861625,2,CSplus1
sub-204,0.8977840699867787,0.815276505941547,0.18074833735327878,0.45106808249999997,3,CSminus1
sub-204,0.863799770390752,0.5536496084460073,-0.35228342555592734,0.05822592125936335,4,CSplusUS1
sub-204,0.7162154989175867,0.10047495068780336,-0.5486272093608183,-0.29763617350000005,5,CSminus1
sub-204,0.8683987747368827,0.5480858854267574,-0.4812074252377915,-0.008271298750000017,6,CSplus1
sub-204,0.8475356963682888,0.7029430311626201,-0.07204623373274471,-0.8302267034906773,7,CSplusUS1
sub-204,0.779851549498355,0.5488875170862456,-0.5467050953103466,0.028249933749999998,8,CSminus1
sub-204,0.8622686688543328,0.7615178387447565,0.4746087678373838,0.19240985125000004,9,CSplus1
sub-204,0.7856158582656458,0.5918248985518737,0.4730494251309315,0.21574393999999997,10,CSminus1
sub-204,0.783418697901674,0.5172462299395312,0.03397890974665991,-0.24742696625000005,11,CSplusUS1
sub-204,0.3742923396256415,0.3538063293691171,-0.6471695931047627,-0.26676161425,12,CSplus1
sub-204,0.935944174083193,0.7057146757742956,0.3672135745043503,-0.465190627825,13,CSminus1
sub-204,0.8642933589877106,0.7185409860093739,0.5745131175338202,-0.13159998362499997,14,CSplus1
sub-204,0.587371063891134,0.5707949732885796,0.5705989110149466,0.05089919700000001,15,CSminus1
sub-204,0.8106726883686486,0.7090306509108484,-0.24113941246617515,0.44284761325,16,CSplus1
sub-204,0.9879697458718205,0.8554264618749149,-0.6238576927523253,0.2158219937593336,17,CSplusUS1
sub-204,0.7841872306989862,0.5108327906073706,-0.26660629489275706,-0.5684686921825,18,CSminus1
sub-204,0.7194001893875317,0.7774200497260522,0.04147486499180039,0.15622273375000004,19,CSminus1
sub-204,0.6561973157748344,0.24780938377031428,0.44155894702291193,0.187484830625,20,CSplus1
sub-204,0.4343765944189332,0.2799815373267245,0.22396123183012218,0.47906747125,21,CSplus1
sub-204,-0.17942919392514853,-0.12194679037777381,-0.39633497846040683,-0.055893807171250004,22,CSminus1
sub-204,0.7279628595549881,0.5559886878882588,0.3857891027114233,0.025449073749999995,23,CSplus1
sub-204,-0.0028601074793496543,-0.37198364232156017,-0.42096619345432557,0.15216915875,24,CSminus1
sub-204,0.9433946952401974,0.5480000192653917,-0.41728994365062294,0.29434132001873214,25,CSplusUS1
sub-204,0.7313557746267833,0.8795274416856154,0.1145080104609389,-0.25413526507499995,26,CSplus1
sub-204,0.8373566247486032,0.5006453546474776,0.1408207210521027,-0.2073503565,27,CSminus1
sub-204,0.8715119437071056,0.8079183374283909,0.14328765048011688,-0.2283147445,28,CSplus1
sub-204,0.7632816580203694,0.3417442254249351,-0.650180839344409,-0.29527119874999996,29,CSplus1
sub-204,0.8964587341636392,0.745058301578596,0.7555507278643839,-0.360611015,30,CSminus1
sub-204,0.9310412462386888,0.7678712390206855,0.4105967735264348,0.86076748,31,CSminusUS2
sub-204,0.6170017548570164,0.29921364829761254,0.5364102307733242,0.059967098999999996,32,CSplus2
sub-204,0.7645526223642841,0.6760338594597313,0.3360341818405882,0.46225351625,33,CSminus2
sub-204,0.8804741776977116,0.2482094177159093,0.6227761720447951,0.1278851575,34,CSplus2
sub-204,0.9681604695920306,-0.38967801122843787,0.34000996127873107,-0.018233971240688235,35,CSminusUS2
sub-204,0.7819296796751197,0.7657145130199523,0.6262946329066246,-0.2993521525,36,CSminus2
sub-204,0.8389868784018619,0.6557910268728586,0.618947164051843,0.145777959375,37,CSplus2
sub-204,0.7994814835536462,-0.2446002604929854,-0.6310407939797281,-0.1928366475,38,CSminus2
sub-204,0.9446952603568933,0.32840127392387364,-0.26224961175140227,-0.42467151749999993,39,CSminus2
sub-204,0.9260768265313422,0.6202380661139282,-0.19602225244453553,0.176238939875,40,CSplus2
sub-204,0.6762887180791544,0.531117090103243,0.11279079354362515,-0.38617226375,41,CSminus2
sub-204,0.9723346677553367,0.9579020417896872,-0.8772634043236283,-0.1438975009906564,42,CSminusUS2
sub-204,0.917970579573446,0.31985164994169946,0.2741671820757777,0.39020848249999995,43,CSplus2
sub-204,0.9250136386306042,0.4626681585621177,0.4410059133602517,0.1729860655186785,44,CSminusUS2
sub-204,0.7400814470803854,0.05135901107732748,-0.056386615634644977,-0.19030125612499998,45,CSminus2
sub-204,0.8571176528747686,-0.20523829286878723,-0.26564905544763695,0.040055378749999995,46,CSplus2
sub-204,0.6218221311475958,0.4375114386407202,-0.4813625364737958,0.34607524937499995,47,CSplus2
sub-204,0.8753919248564982,0.9041134895138812,0.8164073271450911,-0.492630780875,48,CSminus2
sub-204,0.6489058746719424,-0.1831699109703518,0.6960874413031359,-0.269351853125,49,CSplus2
sub-204,0.9498892921104489,0.3086419470669486,-0.45052753299039394,0.3704653962687303,50,CSminusUS2
sub-204,0.4314104410192724,-0.06863186177634041,0.0805845889512857,-0.5100842125,51,CSminus2
sub-204,0.6312861839299839,0.8003920185180239,-0.7898265000807653,0.1326131424375,52,CSplus2
sub-204,0.7393696537363538,0.718046810414505,-0.32212360127677775,0.14738595499999999,53,CSminus2
sub-204,0.3335552310691966,0.28739849834101594,0.29740699160970063,0.16330381837500002,54,CSminus2
sub-204,0.9329197185699402,0.6219314299080275,-0.20540829337141528,0.372378055,55,CSplus2
sub-204,0.8961822376060705,0.4526034989222871,-0.1376880220506277,0.43513612575931404,56,CSminusUS2
sub-204,0.43061507752044975,0.46799257046587117,0.43190875765450243,-0.35190064,57,CSplus2
sub-204,0.8970827397608603,0.6633348362075946,0.8654691744405174,-0.26726023425,58,CSminus2
sub-204,0.5811644995126881,-0.008496913720582104,-0.5136246551379088,0.03553526750000001,59,CSplus2
sub-204,0.9024077503104067,-0.07924845614262857,-0.5552178777972356,0.22576698375,60,CSminus2
sub-204,0.8182902591014042,0.7136588167814573,0.7521994260868806,0.1650689525,61,CSminus2
sub-204,0.1717415892385225,0.5158202732585297,-0.38924856673573766,-0.40137427375,62,CSplus2
sub-204,0.8209152920274008,0.4377575975086029,0.36122247075859204,0.021801718125000008,63,CSplus2
sub-204,0.9586282848391872,-0.30684888456647597,0.1011088509135294,-0.3166547342407046,64,CSminusUS2
sub-204,0.7747521265088388,0.5329411846414492,0.3504744749835561,-0.009110847875000022,65,CSplus2
sub-204,0.7891551106600888,0.2637708744800144,0.03918232987496473,0.29066927124999997,66,CSminus2
sub-204,0.548859277860761,0.2188821893210681,0.15042453167601288,0.10271162587499999,67,CSminus2
sub-204,0.7749233176702401,0.9106479857511126,0.883786491452408,0.039304814750000014,68,CSplus2
sub-204,0.8793406479447157,0.7472547595120771,0.7650832066256286,-0.19854373875,69,CSminus2
sub-085,0.9221364936643212,0.4167844445842643,-0.33970314466270785,-0.32981986131191227,1,CSplusUS1
sub-085,0.07749472590837339,0.39833618380708247,-0.7166142356557028,0.270151068125,2,CSminus1
sub-085,0.5746554320000308,0.5933820598783762,0.15591804217294197,0.24591125949999998,3,CSplus1
sub-085,0.18772813969210753,0.04745791731764416,0.06077221301784138,0.035083025875,4,CSplusUS1
sub-085,0.8153528785565091,0.4731482471210462,0.007437652180233095,0.36006021825,5,CSminus1
sub-085,0.7075568089295876,-0.04876478145118701,0.33588591587508154,0.152559839375,6,CSplus1
