sub,Condition,Event.Nr,CDA.AmpSum,expected_value,pe,scr
sub-196,CSplus2,43,0.14,0.6045457278979137,-0.08061856524243682,0.14
sub-196,CSminusUS2,44,1.0144,4.205037290425793,0.6875740628724044,1.0144
sub-196,CSminus2,45,0.9961,3.36668117297319,-0.4488490748562448,0.9961
sub-196,CSplus2,46,0.0426,0.48547691482739974,-0.06474219131730842,0.0426
sub-196,CSplus2,47,0.0279,0.38997562449481854,-0.052007907811659655,0.0279
sub-196,CSminus2,48,3.751,2.6962981721289276,-0.3594820804302628,3.751
sub-196,CSplus2,49,0.6998,0.31335404778274517,-0.041790786581261376,0.6998
sub-196,CSminusUS2,50,3.5713,4.021725521766288,0.712003215258441,3.5713
sub-196,CSminus2,51,5.3508,3.2206278642678257,-0.4293848974014998,5.3508
sub-196,CSplus2,52,0.858,0.25186141756315117,-0.03359080410457302,0.858
sub-196,CSminus2,53,3.1013,2.5798953709981363,-0.3439691135055088,3.1013
sub-196,CSminus2,54,3.2182,2.067266920189774,-0.27562921783055105,3.2182
sub-196,CSplus2,55,0.5882,0.2024957848930526,-0.027007754000906586,0.5882
sub-196,CSminusUS2,56,1.0307,3.518662538508438,0.77906543187231,1.0307
sub-196,CSplus2,57,0.1232,0.16285378875852433,-0.021721223145225337,0.1232
sub-196,CSminus2,58,0.1346,2.818182981957194,-0.37573461298143507,0.1346
sub-196,CSplus2,59,0.184,0.13101071283891996,-0.01747460436104629,0.184
sub-196,CSminus2,60,1.9213,2.2578449678532833,-0.30103527190144314,1.9213
sub-196,CSminus2,61,2.1698,1.8094721135586442,-0.241260719648631,2.1698
sub-196,CSplus2,62,0.0,0.10542469354368322,-0.014062327991948266,0.0
sub-196,CSplus2,63,0.0638,0.08486019263708262,-0.01131966110203999,0.0638
sub-196,CSminusUS2,64,0.3917,3.312240124500371,0.8065857808580325,0.3917
sub-196,CSplus2,65,0.2385,0.06832684132280097,-0.009114555458761725,0.2385
sub-196,CSminus2,66,0.0424,2.65284546539348,-0.35369117180986775,0.0424
sub-196,CSminus2,67,1.2258,2.1253750282498975,-0.28337341248420833,1.2258
sub-196,CSplus2,68,0.0646,0.055030553229382835,-0.007341130805468544,0.0646
sub-196,CSminus2,69,3.1883,1.703303989537038,-0.2271052417603743,3.1883
sub-1223,CSplusUS1,1,0.2225,0.04527736800017085,0.5,0.2225
sub-1223,CSminus1,2,0.0205,0.02938797526530754,-0.5,0.0205
sub-1223,CSplus1,3,0.0,0.03442102787014448,-0.5883955099674464,0.0
sub-1223,CSplusUS1,4,0.1653,0.043921877654992426,0.5264329077335095,0.1653
sub-1223,CSminus1,5,0.0,0.02435492266047076,-0.4116044900325529,0.0
sub-1223,CSplus1,6,0.0,0.03356534950804497,-0.5734771230014192,0.0
sub-1223,CSplus1,7,0.0,0.02744285576098679,-0.4635424441578343,0.0
sub-1223,CSminus1,8,0.028,0.02067736040081243,-0.3496418877986201,0.028
sub-1223,CSplusUS1,9,0.1872,0.03896155910325884,0.6104747055990811,0.1872
sub-1223,CSminus1,10,0.0,0.01785547650325324,-0.3025976725307118,0.0
sub-1223,CSplusUS1,11,0.1968,0.045723312987135126,0.4889043555719912,0.1968
sub-1223,CSplus1,12,0.0,0.03460390483347136,-0.592099848727281,0.0
sub-1223,CSminus1,13,0.0435,0.015623221764836706,-0.2655781053714565,0.0435
sub-1223,CSplus1,14,0.0,0.028109665762762175,-0.4751174065285703,0.0
sub-1223,CSminus1,15,0.0,0.013818044956396054,-0.23571934687781163,0.0
sub-1223,CSminus1,16,0.0,0.012332784347026974,-0.21117320358101496,0.0
sub-1223,CSplus1,17,0.0361,0.023527234777952315,-0.39728194524012667,0.0361
sub-1223,CSplusUS1,18,0.1887,0.035980614606367485,0.6602582236969653,0.1887
sub-1223,CSminus1,19,0.051,0.0110932472064542,-0.19068029982479812,0.051
sub-1223,CSplus1,20,0.0272,0.02748554695689026,-0.47211279539226314,0.0272
sub-1223,CSplus1,21,0.0,0.02264331787359275,-0.38395599265881636,0.0
sub-1223,CSminus1,22,0.0,0.010046242183319237,-0.17334911471831216,0.0
sub-1223,CSplus1,23,0.0477,0.019198237900449062,-0.325464969896314,0.0477
sub-1223,CSplusUS1,24,0.1877,0.03247545251157516,0.7182581989362715,0.1877
sub-1223,CSminus1,25,0.0,0.009152601141783403,-0.15852965656325518,0.0
sub-1223,CSplus1,26,0.0,0.024597831729407105,-0.4243686527367239,0.0
sub-1223,CSminus1,27,0.0112,0.008382853552046661,-0.14573655834224672,0.0112
sub-1223,CSplus1,28,0.0,0.020230235598237695,-0.3440427211847194,0.0
sub-1223,CSplus1,29,0.0196,0.01715739997769064,-0.29166607709987585,0.0196
sub-1223,CSminus1,30,0.0,0.007714422275567749,-0.13460006111811404,0.0
sub-1223,CSminusUS2,31,0.1974,0.023019134611079885,0.8751663754066773,0.1974
sub-1223,CSplus2,32,0.0,0.014842044980536298,-0.25280546065929854,0.0
sub-1223,CSminus2,33,0.0,0.016681065737149187,-0.29300290193470796,0.0
sub-1223,CSminusUS2,34,0.1924,0.02940354093729623,0.7675195387050399,0.1924
sub-1223,CSplus2,35,0.0,0.013027754948342431,-0.22256856372777548,0.0
sub-1223,CSminus2,36,0.0,0.02146288742819927,-0.3725984462494906,0.0
sub-1223,CSplus2,37,0.0646,0.011567653162307187,-0.1983227025345577,0.0646
sub-1223,CSminus2,38,0.4364,0.017209304403932733,-0.29354954145641216,0.4364
sub-1223,CSminus2,39,0.0,0.014317146197215755,-0.24386290340602937,0.0
sub-1223,CSplus2,40,0.0,0.010368793809447198,-0.17844408886289417,0.0
sub-1223,CSminusUS2,41,0.1933,0.02809255907086684,0.7918146789957872,0.1933
sub-1223,CSminus2,42,0.023,0.020656412771509612,-0.3580032432951465,0.023
sub-1223,CSplus2,43,0.0492,0.009368565156488057,-0.16185869767371977,0.0492
sub-1223,CSminusUS2,44,0.2017,0.03256684158041476,0.715954676479752,0.2017
sub-1223,CSminus2,45,0.0139,0.024012177020032444,-0.41407992265995136,0.0139
sub-1223,CSplus2,46,0.0,0.008522930503158083,-0.14782214546917827,0.0
sub-1223,CSplus2,47,0.0,0.00779990828196798,-0.13580010167209042,0.0
sub-1223,CSminus2,48,0.0,0.019285992693971653,-0.3273119007847751,0.0
sub-1223,CSplus2,49,0.0101,0.007175678895319594,-0.1253981707290271,0.0101
sub-1223,CSminusUS2,50,0.2069,0.031914040359552406,0.7283818620896871,0.2069
sub-1223,CSminus2,51,0.1086,0.023684694223668177,-0.4079910348029718,0.1086
sub-1223,CSplus2,52,0.0109,0.006632131495298636,-0.11631848862398857,0.0109
sub-1223,CSminus2,53,0.0,0.019127213474582475,-0.32436571046924245,0.0
sub-1223,CSminus2,54,0.0,0.01595914499419472,-0.27038039642984946,0.0
sub-1223,CSplus2,55,0.0245,0.006155253748322174,-0.10833170551950054,0.0245
sub-1223,CSminusUS2,56,0.2083,0.029495475125596284,0.7690789109479153,0.2083
sub-1223,CSplus2,57,0.0195,0.005734040306798465,-0.1012582755073622,0.0195
sub-1223,CSminus2,58,0.0204,0.021855788978349777,-0.3774914436382403,0.0204
sub-1223,CSplus2,59,0.0479,0.005359733129106827,-0.09495560249311422,0.0479
sub-1223,CSminus2,60,0.0,0.017704678385748514,-0.3007712124417468,0.0
sub-1223,CSminusUS2,61,0.202,0.030717329743618894,0.7483273429140956,0.202
sub-1223,CSplus2,62,0.0366,0.00502528089026354,-0.08930899338552431,0.0366
sub-1223,CSplus2,63,0.0376,0.00472494687725997,-0.08422515634266788,0.0376
sub-1223,CSminus2,64,0.025,0.02275598534201478,-0.39257566326076293,0.025
sub-1223,CSminus2,65,0.0113,0.018390969555137776,-0.3121664910714155,0.0113
sub-1223,CSplus2,66,0.0123,0.004454019789840504,-0.07962744165779259,0.0123
sub-1223,CSminus2,67,0.0,0.015364450806180261,-0.2605253156005274,0.0
sub-1223,CSplus2,68,0.0283,0.004208597256504584,-0.07545230120734958,0.0283
sub-1223,CSminus2,69,0.0,0.013117576681432224,-0.22281254213162938,0.0
sub-169,CSplusUS1,1,2.1078,0.7548297322960072,0.5,2.1078
sub-169,CSplus1,2,1.5832,0.634686210650973,-0.5750991384771732,1.5832
sub-169,CSminus1,3,1.0755,0.5510575150244608,-0.5,1.0755
sub-169,CSplusUS1,4,0.5929,0.7402969570087559,0.5130289956382785,0.5929
sub-169,CSminus1,5,1.0828,0.4674288193979427,-0.42490086152282136,1.0828
sub-169,CSplus1,6,1.3525,0.623018101348926,-0.5646530043203227,1.3525
sub-169,CSplusUS1,7,0.9083,0.7308570368444419,0.5214731622895687,0.9083
sub-169,CSminus1,8,0.8605,0.39833289905866925,-0.36283071868392575,0.8605
sub-169,CSplus1,9,0.3965,0.6153284503641423,-0.5577772228925327,0.3965
sub-169,CSminus1,10,0.6427,0.340905088021456,-0.3112067100018834,0.6427
sub-169,CSplusUS1,11,0.5825,0.724554256819699,0.527108661735569,0.5825
sub-169,CSplus1,12,1.4868,0.6101331646070657,-0.5531307328039683,1.4868
sub-169,CSminus1,13,0.1219,0.2929171971485556,-0.26802686797113134,0.1219
sub-169,CSplus1,14,1.0115,0.5164773664420974,-0.46903939107501563,1.0115
sub-169,CSminus1,15,0.0558,0.2526189572604376,-0.23172280736817139,0.0558
sub-169,CSplus1,16,0.2295,0.43929187899412975,-0.3997231396305241,0.2295
sub-169,CSplusUS1,17,0.9328,0.5790605925231628,0.6577872431281053,0.9328
sub-169,CSminus1,18,0.0705,0.2186234973970631,-0.20105424621121076,0.0705
sub-169,CSminus1,19,0.301,0.18982332329076174,-0.17503217514280905,0.301
sub-169,CSplus1,20,0.0878,0.4891767074040793,-0.4444150457095192,0.0878
sub-169,CSplus1,21,0.3991,0.4153824772016471,-0.37808710556092073,0.3991
sub-169,CSminus1,22,0.1955,0.16532782229051998,-0.15286205126382277,0.1955
sub-169,CSplus1,23,0.1573,0.35438289816584906,-0.32324148235085304,0.1573
sub-169,CSminus1,24,0.0,0.1444162156501766,-0.13390124360392594,0.0
sub-169,CSplusUS1,25,0.1804,0.5074230504911222,0.722404092335924,0.1804
sub-169,CSplus1,26,0.0479,0.4284818848861216,-0.38958381691265664,0.0479
sub-169,CSminus1,27,0.2902,0.12650175952177065,-0.11762678446936757,0.2902
sub-169,CSplus1,28,0.0951,0.3637567522824748,-0.3313702473484696,0.0951
sub-169,CSplus1,29,0.0221,0.31030928070037456,-0.2832866619089219,0.0221
sub-169,CSminus1,30,0.1198,0.1111042441620182,-0.10361067884608058,0.1198
sub-169,CSminusUS2,31,0.0694,0.30160090305653037,0.9084991738499624,0.0694
sub-169,CSplus2,32,0.0,0.26589396952040656,-0.24330217772303236,0.0
sub-169,CSminus2,33,0.0,0.2536060789443816,-0.23120443297084398,0.0
sub-169,CSplus2,34,0.0,0.22877300608104792,-0.20985158740405627,0.0
sub-169,CSminusUS2,35,0.1429,0.4183574128703613,0.8039747544726346,0.1429
sub-169,CSminus2,36,0.1015,0.3498499494986299,-0.31738196209867997,0.1015
sub-169,CSplus2,37,0.0101,0.19758668854008704,-0.18171408737992487,0.0101
sub-169,CSminus2,38,0.0,0.2943581974425102,-0.26748948193805355,0.0
sub-169,CSminus2,39,0.0,0.24904780587867345,-0.22676079621182352,0.0
sub-169,CSplus2,40,0.0,0.17126091816873618,-0.15792756067308197,0.0
sub-169,CSminus2,41,0.0852,0.21178542835663125,-0.1932582846443986,0.0852
sub-169,CSminusUS2,42,0.0876,0.38471576167024246,0.8344889974780466,0.0876
sub-169,CSplus2,43,0.092,0.14893998641689915,-0.13772681387758862,0.092
sub-169,CSminusUS2,44,0.1327,0.5262954486509951,0.7074138591696559,0.1327
sub-169,CSminus2,45,0.0393,0.4392216914135848,-0.3973478718392266,0.0393
sub-169,CSplus2,46,0.0,0.1299369856724006,-0.12049832159882103,0.0
sub-169,CSplus2,47,0.0407,0.11369672797479352,-0.10574657735152726,0.0407
sub-169,CSminus2,48,0.0109,0.3687395779405551,-0.33407287250134443,0.0109
sub-169,CSplus2,49,0.0235,0.09976768690745612,-0.09306875103969604,0.0235
sub-169,CSminusUS2,50,0.0739,0.5150162944977893,0.7175259597546513,0.0739
sub-169,CSminus2,51,0.0991,0.43127433484783806,-0.39028360977338067,0.0991
sub-169,CSplus2,52,0.4001,0.08778054319147727,-0.08213538504816033,0.4001
sub-169,CSminus2,53,0.0,0.36317335934064615,-0.3291720774823458,0.0
sub-169,CSminus2,54,0.0932,0.3073886955093443,-0.27911800870209313,0.0932
sub-169,CSplus2,55,0.0454,0.07743162529838235,-0.07267554126124273,0.0454
sub-169,CSminusUS2,56,0.0499,0.46516704767278944,0.7621637544914773,0.0499
sub-169,CSplus2,57,0.2745,0.0684700199350483,-0.06446526919211222,0.2745
sub-169,CSminus2,58,0.3357,0.3905068884779576,-0.3537751894966912,0.3357
sub-169,CSplus2,59,1.2939,0.06068746199781139,-0.05731857941437469,1.2939
sub-169,CSminus2,60,0.0132,0.32963467206197516,-0.299124527887156,0.0132
sub-169,CSminus2,61,0.1165,0.27964556413144476,-0.25424501815622935,0.1165
sub-169,CSplus2,62,0.1058,0.0539103490031245,-0.05108032550477396,0.1058
sub-169,CSplus2,63,0.0,0.04799339291070037,-0.04562055280393991,0.0
sub-169,CSminusUS2,64,0.1075,0.44210110372083716,0.7828633636851614,0.1075
sub-169,CSplus2,65,0.0118,0.04281454354812469,-0.04082998364270968,0.0118
sub-169,CSminus2,66,0.0,0.37123844073211903,-0.3364630291358023,0.0
sub-169,CSminus2,67,0.0,0.3134667362165166,-0.2845780778709975,0.0
sub-169,CSplus2,68,0.0,0.03827090647461249,-0.036616389596764866,0.0
sub-169,CSminus2,69,0.0652,0.26602224331319335,-0.24196896727658537,0.0652
sub-1222,CSplusUS1,1,1.5676,0.8370906620743339,0.5,1.5676
sub-1222,CSminus1,2,0.6177,0.6858547052099638,-0.5,0.6177
sub-1222,CSplus1,3,0.6679,0.7533435074355538,-0.5486050062795805,0.6679
sub-1222,CSplusUS1,4,0.9719,0.8299049240199406,0.505128276959972,0.9719
sub-1222,CSminus1,5,0.9503,0.6183659029843713,-0.45139499372041963,0.9503
sub-1222,CSplus1,6,0.8767,0.7469831394330464,-0.5440620212926857,0.8767
sub-1222,CSplus1,7,0.9416,0.673031833268199,-0.4908418782391315,0.9416
sub-1222,CSminus1,8,0.5247,0.5580628388131812,-0.40791826440080736,0.5247
sub-1222,CSplusUS1,9,0.6599,0.7582390690363987,0.5567272425721496,0.6599
sub-1222,CSminus1,10,0.7444,0.5041201426445037,-0.36898452006809057,0.7444
sub-1222,CSplusUS1,11,1.2817,0.834194689471625,0.502084548686743,1.2817
sub-1222,CSplus1,12,1.1131,0.7507478625763888,-0.5467347634968347,1.1131
sub-1222,CSminus1,13,0.7579,0.4558145803631876,-0.3340806205362701,0.7579
sub-1222,CSplus1,14,1.0366,0.6763406671764918,-0.4931924177748812,1.0366
sub-1222,CSminus1,15,0.7773,0.4125114408917196,-0.3027559723101229,0.7773
sub-1222,CSminus1,16,1.4281,0.3736528781899939,-0.27461430492979166,1.4281
sub-1222,CSplus1,17,1.4563,0.6099154059459844,-0.445342954529288,1.4563
sub-1222,CSplusUS1,18,0.971,0.7017838805843185,0.5974687086465343,0.971
sub-1222,CSminus1,19,0.2929,0.338747905540106,-0.2493066140134277,0.2929
sub-1222,CSplus1,20,0.889,0.6324070170416314,-0.4613938339621187,0.889
sub-1222,CSplus1,21,0.9801,0.5704570220097611,-0.41675091997375585,0.9801
sub-1222,CSminus1,22,0.5849,0.3073637899869002,-0.22652509231728987,0.5849
sub-1222,CSplus1,23,0.9167,0.5150753425333127,-0.3767977798569808,0.9167
sub-1222,CSplusUS1,24,0.6766,0.6167464410940479,0.6589986650106923,0.6766
sub-1222,CSminus1,25,0.0,0.27911863622759125,-0.205997899667095,0.0
sub-1222,CSplus1,26,0.5516,0.5560812154237398,-0.4061039897999602,0.5516
sub-1222,CSminus1,27,0.0,0.25367498334721283,-0.18748464688892696,0.0
sub-1222,CSplus1,28,0.4876,0.5018823635294027,-0.3670183409738853,0.4876
sub-1222,CSplus1,29,0.5976,0.45340506333732294,-0.33202005767557063,0.5976
sub-1222,CSminus1,30,0.2232,0.2307342659689808,-0.170772488888245,0.2232
sub-1222,CSminusUS2,31,0.3887,0.36126797159894297,0.8443272614083209,0.3887
sub-1222,CSplus2,32,0.7135,0.4099971025221937,-0.30064630982541735,0.7135
sub-1222,CSminus2,33,0.4929,0.32631129488700933,-0.23922793977735038,0.4929
sub-1222,CSminusUS2,34,0.1563,0.44627314750522573,0.7833872935642849,0.1563
sub-1222,CSplus2,35,0.0854,0.37108644733557977,-0.2724909357806047,0.0854
sub-1222,CSminus2,36,0.1368,0.4020020512327144,-0.2935418296328041,0.1368
sub-1222,CSplus2,37,0.1088,0.33617061409265037,-0.24719694040357826,0.1088
sub-1222,CSminus2,38,0.1894,0.3625102488017145,-0.26507654734635455,0.1894
sub-1222,CSminus2,39,0.2149,0.3272378903074256,-0.2396238325983793,0.2149
sub-1222,CSplus2,40,0.218,0.3048075607549154,-0.22445006760678535,0.218
sub-1222,CSminusUS2,41,0.0844,0.4469321661927526,0.7831630377143646,0.0844
sub-1222,CSminus2,42,0.3057,0.40243534515587515,-0.29362255965500156,0.3057
sub-1222,CSplus2,43,0.0232,0.27660786390501907,-0.20397328077588192,0.0232
sub-1222,CSminusUS2,44,0.4736,0.5139900830250497,0.7349618900141992,0.4736
sub-1222,CSminus2,45,0.0,0.46230137012935285,-0.3366972805793584,0.0
sub-1222,CSplus2,46,0.0811,0.2512279855282009,-0.18552201242595506,0.0811
sub-1222,CSplus2,47,0.0,0.22836446610656763,-0.16888006733408856,0.0
sub-1222,CSminus2,48,0.0,0.41625732162834267,-0.3035738473937103,0.0
sub-1222,CSplus2,49,0.0212,0.20774890695263593,-0.15385608220281197,0.0212
sub-1222,CSminusUS2,50,0.1794,0.526426519360895,0.7260009921662792,0.1794
sub-1222,CSminus2,51,0.0,0.4734966389207706,-0.3447702927255096,0.0
sub-1222,CSplus2,52,0.0117,0.18914362653344988,-0.140280460422975,0.0117
sub-1222,CSminus2,53,0.0,0.4263403339371423,-0.3108505778242873,0.0
sub-1222,CSminus2,54,0.0,0.3842764338307862,-0.28056132387947147,0.0
sub-1222,CSplus2,55,0.0,0.17233789362445315,-0.12800271334298424,0.0
sub-1222,CSminusUS2,56,0.0183,0.49794653519991905,0.7465186423161918,0.0183
sub-1222,CSplus2,57,0.0,0.15714465516970222,-0.11688915010989533,0.0
sub-1222,CSminus2,58,0.0,0.4481008740411852,-0.32645239170095597,0.0
sub-1222,CSplus2,59,0.0,0.1433976892640582,-0.10682086702444339,0.0
sub-1222,CSminus2,60,0.0,0.4036658288820216,-0.29447524001478637,0.0
sub-1222,CSminusUS2,61,0.0181,0.5152424235880101,0.734095985649508,0.0181
sub-1222,CSplus2,62,0.0541,0.13094912415878013,-0.09769199476659715,0.0541
sub-1222,CSplus2,63,0.0,0.11966727298450967,-0.08940816805929268,0.0
sub-1222,CSminus2,64,0.0,0.4635459082670299,-0.3375557153205783,0.0
sub-1222,CSminus2,65,0.0,0.4174724297354546,-0.3044098029329701,0.0
sub-1222,CSplus2,66,0.0,0.10943474127822708,-0.08188518755523137,0.0
sub-1222,CSminus2,67,0.0,0.37636087930048495,-0.2748018981677075,0.0
sub-1222,CSplus2,68,0.0,0.1001467706313388,-0.0750478481253817,0.0
sub-1222,CSminus2,69,0.0,0.33963406634305593,-0.24832294623993093,0.0
sub-055,CSplusUS1,1,0.2204,0.044078968552943874,0.5,0.2204
sub-055,CSminus1,2,0.089,0.033185817104238166,-0.5,0.089
sub-055,CSplus1,3,0.0231,0.038418134543096956,-0.5872850716150726,0.0231
sub-055,CSplusUS1,4,0.0951,0.04285501471749397,0.526182415325177,0.0951
sub-055,CSminus1,5,0.0341,0.027953499665379144,-0.4127149283849234,0.0341
sub-055,CSplus1,6,0.0,0.03754507552058017,-0.5727698696351826,0.0
sub-055,CSplus1,7,0.0,0.03133661187165849,-0.46405639329336107,0.0
sub-055,CSminus1,8,0.0152,0.023945136061970587,-0.35161227209503143,0.0152
sub-055,CSplusUS1,9,0.0813,0.03751210244877568,0.6088015623407144,0.0813
sub-055,CSminus1,10,0.0376,0.020809831481079205,-0.3050248177850242,0.0376
sub-055,CSplusUS1,11,0.065,0.044327710958972935,0.4887985092101945,0.065
sub-055,CSplus1,12,0.0,0.03855831368664634,-0.5907973470132748,0.0
sub-055,CSminus1,13,0.0196,0.01829977829731708,-0.2681985548564815,0.0196
sub-055,CSplus1,14,0.0,0.032022744452791366,-0.4752236975982988,0.0
sub-055,CSminus1,15,0.0,0.016251214756346947,-0.2383735806736895,0.0
sub-055,CSminus1,16,0.0367,0.014552611247669186,-0.21376833964480862,0.0367
sub-055,CSplus1,17,0.0453,0.027098465757987158,-0.398698747437605,0.0453
sub-055,CSplusUS1,18,0.0689,0.034208614526781506,0.6580889320642531,0.0689
sub-055,CSminus1,19,0.1693,0.01312539797516767,-0.19316473645186996,0.1693
sub-055,CSplus1,20,0.0,0.03079709131967756,-0.47243468890882806,0.0
sub-055,CSplus1,21,0.0,0.02594518470854042,-0.38491861989896364,0.0
sub-055,CSminus1,22,0.0121,0.011912594883499203,-0.17569647856300866,0.0121
sub-055,CSplus1,23,0.0,0.022226905679406467,-0.32723483728985425,0.0
sub-055,CSplusUS1,24,0.0721,0.030227594602752487,0.7160402832652697,0.0721
sub-055,CSminus1,25,0.1145,0.010871866083321488,-0.1607288505513811,0.1145
sub-055,CSplus1,26,0.0,0.027491882572025946,-0.4245624197701451,0.0
sub-055,CSminus1,27,0.0,0.009971108721368395,-0.14778562316740962,0.0
sub-055,CSplus1,28,0.0119,0.02316453492588563,-0.3447795649657601,0.0119
sub-055,CSplus1,29,0.0951,0.01986110003650954,-0.2931607951106655,0.0951
sub-055,CSminus1,30,0.0207,0.009185552700428702,-0.13650238710274498,0.0207
sub-055,CSminusUS2,31,0.0957,0.01938894763410493,0.873404389902105,0.0957
sub-055,CSplus2,32,0.0377,0.017301925184561757,-0.2547280532407245,0.0377
sub-055,CSminus2,33,0.0,0.01835107550111184,-0.2924116290490302,0.0
sub-055,CSminusUS2,34,0.0993,0.026254999929539554,0.7677335808494137,0.0993
sub-055,CSplus2,35,0.0,0.015266133408635977,-0.22468512848174965,0.0
sub-055,CSminus2,36,0.0956,0.023597049423438456,-0.37085489616656553,0.0956
sub-055,CSplus2,37,0.0,0.013610311204488931,-0.2004887613213184,0.0
sub-055,CSminus2,38,0.1201,0.0194651091050444,-0.2927274421349392,0.1201
sub-055,CSminus2,39,0.0193,0.016405479827501047,-0.24406793492472606,0.0193
sub-055,CSplus2,40,0.0,0.012239150513101675,-0.18057472976466324,0.0
sub-055,CSminusUS2,41,0.0615,0.024995023227980476,0.7909875640083811,0.0615
sub-055,CSminus2,42,0.0809,0.022780170283725826,-0.35694828861430905,0.0809
sub-055,CSplus2,43,0.0253,0.01108687578474805,-0.16390628661699605,0.0253
sub-055,CSminusUS2,44,0.0695,0.029804706808795326,0.7163469500852743,0.0695
sub-055,CSminus2,45,0.0119,0.02647639088108838,-0.412327822642346,0.0119
sub-055,CSplus2,46,0.0,0.010106542682014961,-0.14976186215464998,0.0
sub-055,CSplus2,47,0.0,0.009263694722499926,-0.13762091840186272,0.0
sub-055,CSminus2,48,0.0589,0.021824780555978324,-0.3265792439401274,0.0589
sub-055,CSplus2,49,0.0,0.008532443420879011,-0.12709729646870133,0.0
sub-055,CSminusUS2,50,0.2562,0.029249674311120924,0.7280336890446492,0.2562
sub-055,CSminus2,51,0.0219,0.02619226552273593,-0.4067668278830375,0.0219
sub-055,CSplus2,52,0.0114,0.00789295051950831,-0.11789795631904365,0.0114
sub-055,CSminus2,53,0.0238,0.02169628849265666,-0.3239910195443008,0.0238
sub-055,CSminus2,54,0.0,0.018316858400562092,-0.2709734411528788,0.0
sub-055,CSplus2,55,0.059,0.007329755574677966,-0.1097962747604915,0.059
sub-055,CSminusUS2,56,0.0915,0.026631660710190453,0.7679104870153628,0.0915
sub-055,CSplus2,57,0.0546,0.006830632590450782,-0.1026141433754417,0.0546
sub-055,CSminus2,58,0.0346,0.024183201255072482,-0.3767401038230599,0.0346
sub-055,CSplus2,59,0.0227,0.0063857887401323485,-0.09620961342146903,0.0227
sub-055,CSminus2,60,0.0,0.02011672584311608,-0.3006509637639498,0.0
sub-055,CSminusUS2,61,0.2128,0.02794257698567691,0.7476138528995576,0.2128
sub-055,CSplus2,62,0.0,0.005987290663733945,-0.09046815903068825,0.0
sub-055,CSplus2,63,0.0,0.005628645954640634,-0.08529636915261407,0.0
sub-055,CSminus2,64,0.0181,0.02516837190714745,-0.3915626268083487,0.0181
sub-055,CSminus2,65,0.0,0.020877692782675865,-0.3119073627108884,0.0
sub-055,CSplus2,66,0.0,0.005304492786338399,-0.08061730996203458,0.0
sub-055,CSminus2,67,0.0,0.01765041116062827,-0.26117478614227024,0.0
sub-055,CSplus2,68,0.0317,0.005010366340794972,-0.07636706064689568,0.0317
sub-055,CSminus2,69,0.0,0.01518699455440851,-0.22400098407822555,0.0
sub-170,CSplusUS1,1,0.1072,0.024973149163539658,0.5,0.1072
sub-170,CSplus1,2,0.0,0.01787840502173512,-0.5884188331916559,0.0
sub-170,CSminus1,3,0.0251,0.015241226218098546,-0.5,0.0251
sub-170,CSplusUS1,4,0.0159,0.02424821746119623,0.5262194834155127,0.0159
sub-170,CSminus1,5,0.0,0.012604047414462003,-0.41158116680834966,0.0
sub-170,CSplus1,6,0.0173,0.01744202496340428,-0.5734467227759761,0.0173
sub-170,CSplusUS1,7,0.043,0.023949003524608596,0.5362792138432328,0.043
sub-170,CSminus1,8,0.0,0.010691800313169042,-0.34938181703220966,0.0
sub-170,CSplus1,9,0.0,0.01722374941955648,-0.5662636684365953,0.0
sub-170,CSminus1,10,0.0,0.009215933270206965,-0.3021545776717429,0.0
sub-170,CSplusUS1,11,0.0261,0.023783799934687884,0.5416106256123131,0.0261
sub-170,CSplus1,12,0.0,0.017095519003025236,-0.5621925133857748,0.0
sub-170,CSminus1,13,0.026,0.008039280163832357,-0.2649870687389981,0.026
sub-170,CSplus1,14,0.0,0.01395042612656772,-0.4552105332636017,0.0
sub-170,CSminus1,15,0.0,0.007080902601305661,-0.23500261414563184,0.0
sub-170,CSplus1,16,0.0313,0.011739651025508113,-0.38282723705181615,0.0313
sub-170,CSplusUS1,17,0.0488,0.019791512523899827,0.6712287941397196,0.0488
sub-170,CSminus1,18,0.0104,0.006287728628699588,-0.2103495713213461,0.0104
sub-170,CSminus1,19,0.0216,0.005622785072624885,-0.18976768354788542,0.0216
sub-170,CSplus1,20,0.019,0.014007672122218472,-0.46354135437132393,0.019
sub-170,CSplus1,21,0.0243,0.011485395940074972,-0.3774541727455664,0.0243
sub-170,CSminus1,22,0.0,0.005059292379228973,-0.17236463689851317,0.0
sub-170,CSplus1,23,0.0,0.00973024637185279,-0.32003562975646593,0.0
sub-170,CSminus1,24,0.0,0.004577310056077136,-0.15748920019979487,0.0
sub-170,CSplusUS1,25,0.0542,0.018127635183741966,0.722888082938302,0.0542
sub-170,CSplus1,26,0.052,0.012612382210504139,-0.4203975947488947,0.052
sub-170,CSminus1,27,0.0,0.004161670078448841,-0.14465439135211747,0.0
sub-170,CSplus1,28,0.0,0.010302834362140415,-0.34096832168026575,0.0
sub-170,CSplus1,29,0.0,0.008718742045531781,-0.288849064454907,0.0
sub-170,CSminus1,30,0.029,0.0038006325254589606,-0.13348865284730319,0.029
sub-170,CSminusUS2,31,0.0536,0.01321689954613054,0.8762963708560138,0.0536
sub-170,CSplus2,32,0.0111,0.007523519863135045,-0.25020689981917915,0.0111
