sub,Condition,Event.Nr,CDA.AmpSum,expected_value,pe,scr
sub-166,CSplus1,26,0.6267,0.41618830050944206,-0.40512942765995225,0.6267
sub-166,CSminus1,27,0.094,0.16872633300772186,-0.1701796881380796,0.094
sub-166,CSplus1,28,0.6033,0.3672414057890376,-0.358831889139864,0.6033
sub-166,CSplus1,29,0.3655,0.3254349587397803,-0.3192310903909935,0.3655
sub-166,CSminus1,30,0.0277,0.15324383047729506,-0.15523309198193563,0.0277
sub-166,CSminusUS2,31,0.4975,0.2850786524483264,0.858076010083616,0.4975
sub-166,CSplus2,32,0.2772,0.28951508692859734,-0.2851453677017636,0.2772
sub-166,CSminus2,33,0.2778,0.2507050654375353,-0.24653281448705616,0.2778
sub-166,CSminusUS2,34,0.3643,0.3672554021075423,0.7810556509943102,0.3643
sub-166,CSplus2,35,0.1373,0.258488838641722,-0.25564276998016544,0.1373
sub-166,CSminus2,36,0.3967,0.3204023274106454,-0.3119119712864946,0.3967
sub-166,CSplus2,37,0.1725,0.23156063226401366,-0.22997877338467615,0.1725
sub-166,CSminus2,38,0.4545,0.2811008852192689,-0.27475165039012217,0.4545
sub-166,CSminus2,39,0.2601,0.24787113713272052,-0.2432970941024358,0.2601
sub-166,CSplus2,40,0.3973,0.2080865901969422,-0.20755205311037112,0.3973
sub-166,CSminusUS2,41,0.5183,0.36515919508561745,0.7835267218901721,0.5183
sub-166,CSminus2,42,0.2973,0.3187828846907504,-0.30993970306777313,0.2973
sub-166,CSplus2,43,0.4078,0.187541028508425,-0.18787233571012582,0.4078
sub-166,CSminusUS2,44,0.4189,0.4253704361703888,0.7268932507806196,0.4189
sub-166,CSminus2,45,0.0,0.37020298597783435,-0.3583608431767381,0.0
sub-166,CSplus2,46,0.1962,0.16949142676297252,-0.1705365689107655,0.1962
sub-166,CSplus2,47,0.0263,0.15357944714364313,-0.15521096071057974,0.0263
sub-166,CSminus2,48,0.312,0.3239284543921511,-0.31473106368803966,0.312
sub-166,CSplus2,49,0.263,0.13950635180678467,-0.1416172480508332,0.263
sub-166,CSminusUS2,50,0.5414,0.4304051270537176,0.7221752982611254,0.5414
sub-166,CSminus2,51,0.0,0.37500594045155494,-0.3628790920037522,0.0
sub-166,CSplus2,52,0.145,0.12702167088297037,-0.12952206871033312,0.145
sub-166,CSminus2,53,0.3109,0.32843563472761694,-0.31898190628433243,0.3109
sub-166,CSminus2,54,0.1394,0.2890065643224313,-0.28177660078255473,0.1394
sub-166,CSplus2,55,0.0107,0.1159143073871845,-0.11872864557870032,0.0107
sub-166,CSminusUS2,56,0.4263,0.4009928743804955,0.74996974638677,0.4263
sub-166,CSplus2,57,0.2088,0.10600549193712139,-0.10907021741588746,0.2088
sub-166,CSminus2,58,0.3771,0.3500700121210813,-0.3392714496916507,0.3771
sub-166,CSplus2,59,0.2844,0.09714315722672313,-0.10040480445047581,0.2844
sub-166,CSminus2,60,0.5886,0.3071669061679214,-0.29880194022526474,0.5886
sub-166,CSminusUS2,61,0.4552,0.4163459593641279,0.7355746974715486,0.4552
sub-166,CSplus2,62,0.0716,0.08919741300656657,-0.09261100502398038,0.0716
sub-166,CSplus2,63,0.0,0.08205688174787482,-0.08558459620968105,0.0
sub-166,CSminus2,64,0.0223,0.3631307913627501,-0.3515227181169846,0.0223
sub-166,CSminus2,65,0.0654,0.3183389338137158,-0.3092888922747413,0.0654
sub-166,CSplus2,66,0.1016,0.0756257129037416,-0.07923576674067247,0.1016
sub-166,CSminus2,67,0.0145,0.2803681938094605,-0.2734479743042345,0.0145
sub-166,CSplus2,68,0.4228,0.06982113618097557,-0.07348685113514795,0.4228
sub-166,CSminus2,69,0.3595,0.24797688466383275,-0.24282857859849705,0.3595
sub-032,CSplusUS1,1,0.1283,0.006824126781125868,0.5,0.1283
sub-032,CSminus1,2,0.0,0.003427553209358078,-0.5,0.0
sub-032,CSplus1,3,0.0,0.004121191091645107,-0.5880625034832759,0.0
sub-032,CSplusUS1,4,0.0,0.006538145475209903,0.5258059563481207,0.0
sub-032,CSminus1,5,0.0,0.0027339153270710425,-0.4119374965167258,0.0
sub-032,CSplus1,6,0.0,0.0039986673166374125,-0.5731501748296158,0.0
sub-032,CSplus1,7,0.0,0.0030757817434706927,-0.46412262079382643,0.0
sub-032,CSminus1,8,0.0168,0.0023262587506999773,-0.3496809493815761,0.0168
sub-032,CSplusUS1,9,0.0,0.005967333510837773,0.6101786120789003,0.0
sub-032,CSminus1,10,0.0,0.0020411259493365876,-0.30233673090008106,0.0
sub-032,CSplusUS1,11,0.0,0.007016485491046704,0.48961386179797056,0.0
sub-032,CSplus1,12,0.0,0.00418246250642844,-0.5916880639943346,0.0
sub-032,CSminus1,13,0.0,0.001821783307944656,-0.26506393527662725,0.0
sub-032,CSplus1,14,0.0,0.0031633530972586237,-0.47573044023230204,0.0
sub-032,CSminus1,15,0.0,0.0016430722795460376,-0.23499491959514698,0.0
sub-032,CSminus1,16,0.0,0.0014921936871711257,-0.2102742992017189,0.0
sub-032,CSplus1,17,0.0,0.0026181965026053624,-0.39761324656631103,0.0
sub-032,CSplusUS1,18,0.0,0.005657622957379517,0.6602728173067444,0.0
sub-032,CSminus1,19,0.0,0.0013619358420271731,-0.18963666700891418,0.0
sub-032,CSplus1,20,0.0,0.0033857278765030167,-0.47113658800972363,0.0
sub-032,CSplus1,21,0.0,0.0026061909524322177,-0.3839883318592372,0.0
sub-032,CSminus1,22,0.0,0.001247854527014441,-0.17218566580567796,0.0
sub-032,CSplus1,23,0.0,0.002189339775708587,-0.32530591219230576,0.0
sub-032,CSplusUS1,24,0.0,0.005307925574391276,0.7186797564226342,0.0
sub-032,CSminus1,25,0.0,0.0011469791272220966,-0.15726737764054394,0.0
sub-032,CSplus1,26,0.0,0.0030902489025994673,-0.42305497732811154,0.0
sub-032,CSminus1,27,0.0,0.00105717883843903,-0.14439319760417574,0.0
sub-032,CSplus1,28,0.0,0.002350897953339884,-0.3437953864150772,0.0
sub-032,CSplus1,29,0.0138,0.00196559158906286,-0.2912757450730749,0.0138
sub-032,CSminus1,30,0.0,0.000976835606080852,-0.1331906626452593,0.0
sub-032,CSminusUS2,31,0.0,0.004301240436843253,0.8766290470532123,0.0
sub-032,CSplus2,32,0.0,0.0017133738482841,-0.25219339640816063,0.0
sub-032,CSminus2,33,0.0,0.002226900106772927,-0.2908317743407334,0.0
sub-032,CSminusUS2,34,0.0,0.004992719600688921,0.7684700251781174,0.0
sub-032,CSplus2,35,0.0,0.001526622112415007,-0.2217648650938554,0.0
sub-032,CSminus2,36,0.0,0.0026850924613347885,-0.37096857358231466,0.0
sub-032,CSplus2,37,0.0,0.0013777136997842243,-0.19736065194559366,0.0
sub-032,CSminus2,38,0.0,0.0019331429820682317,-0.2930610971006147,0.0
sub-032,CSminus2,39,0.0,0.0015627539675773176,-0.24328723888068193,0.0
sub-032,CSplus2,40,0.0,0.0012534388760759001,-0.1773516995676684,0.0
sub-032,CSminusUS2,41,0.0,0.004731858342681033,0.7925642029306857,0.0
sub-032,CSminus2,42,0.0,0.0025632733171557192,-0.35643740223338227,0.0
sub-032,CSplus2,43,0.0,0.0011467443084768848,-0.16065913729278153,0.0
sub-032,CSminusUS2,44,0.0204,0.0052661647184874625,0.7163896281046779,0.0204
sub-032,CSminus2,45,0.0181,0.0029132291495459358,-0.41289065721549606,0.0181
sub-032,CSplus2,46,0.0,0.001053493606130787,-0.14653469706499267,0.0
sub-032,CSplus2,47,0.0,0.000971042652841005,-0.13444092346243666,0.0
sub-032,CSminus2,48,0.0,0.002126732855971767,-0.32720092601643486,0.0
sub-032,CSplus2,49,0.0,0.0008975644253317584,-0.12398086583490117,0.0
sub-032,CSminusUS2,50,0.0,0.005125461420493016,0.7286336621564986,0.0
sub-032,CSminus2,51,0.0,0.0028662361624004567,-0.40685360643746765,0.0
sub-032,CSplus2,52,0.0,0.0008317106529706081,-0.1148545411638298,0.0
sub-032,CSminus2,53,0.0,0.0021162525796653126,-0.32429268360628194,0.0
sub-032,CSminus2,54,0.0,0.0017336492289299304,-0.270162817119329,0.0
sub-032,CSplus2,55,0.0,0.0007724338144930468,-0.10683082333986049,0.0
sub-032,CSminusUS2,56,0.0169,0.004886541792851496,0.7695193936803931,0.0169
sub-032,CSplus2,57,0.0,0.0007188887704490276,-0.09972866590183116,0.0
sub-032,CSminus2,58,0.0681,0.002701425182618734,-0.37619204801067346,0.0681
sub-032,CSplus2,59,0.0,0.0006703753931710222,-0.09340419830485129,0.0
sub-032,CSminus2,60,0.0,0.0019922508654749913,-0.30056573964237143,0.0
sub-032,CSminusUS2,61,0.0,0.005031178696941113,0.7486531284815563,0.0
sub-032,CSplus2,62,0.0,0.000626303058715859,-0.0877416412352531,0.0
sub-032,CSplus2,63,0.0,0.0005861672590643526,-0.08264677511557941,0.0
sub-032,CSminus2,64,0.0,0.0027948917437842875,-0.39138058645107277,0.0
sub-032,CSminus2,65,0.0,0.0020591445446577253,-0.31204850679639334,0.0
sub-032,CSplus2,66,0.0,0.0005495332455087724,-0.07804215705035927,0.0
sub-032,CSminus2,67,0.0,0.0016860917767601694,-0.26027282331149704,0.0
sub-032,CSplus2,68,0.0,0.000516023970135211,-0.07386356060547157,0.0
sub-032,CSminus2,69,0.0,0.0014492731719950693,-0.2223452600922691,0.0
sub-016,CSplusUS1,1,0.3577,0.11207418943917334,0.5,0.3577
sub-016,CSminus1,2,0.1888,0.07278995862896902,-0.5,0.1888
sub-016,CSplus1,3,0.0833,0.08596782443715698,-0.5893145376695385,0.0833
sub-016,CSplusUS1,4,0.1681,0.10846128049294994,0.5266729832611898,0.1681
sub-016,CSminus1,5,0.0277,0.05961209282078105,-0.4106854623304606,0.0277
sub-016,CSplus1,6,0.0158,0.08368527087289128,-0.5741486063332071,0.0158
sub-016,CSplus1,7,0.0,0.06761323208366997,-0.46315094825219466,0.0
sub-016,CSminus1,8,0.0129,0.05004713595881718,-0.348043907922111,0.0129
sub-016,CSplusUS1,9,0.1728,0.09548932235502729,0.6117339216641368,0.1728
sub-016,CSminus1,10,0.0,0.042764732661119055,-0.3005682848500971,0.0
sub-016,CSplusUS1,11,0.1828,0.11328662122929946,0.4888763364615017,0.1828
sub-016,CSplus1,12,0.63,0.08648686896708807,-0.5931311609312163,0.63
sub-016,CSminus1,13,0.0,0.03704614696249601,-0.2632687302646923,0.0
sub-016,CSplus1,14,0.0526,0.06940572922885778,-0.47493640685256217,0.0526
sub-016,CSminus1,15,0.0124,0.03245200897556574,-0.23322262833754825,0.0124
sub-016,CSminus1,16,0.0107,0.028694530545657192,-0.20854977764648688,0.0107
sub-016,CSplus1,17,0.0,0.05741932333947058,-0.3961408821807983,0.0
sub-016,CSplusUS1,18,0.206,0.08778716358473611,0.6619980822164176,0.206
sub-016,CSminus1,19,0.2512,0.02557611343839035,-0.18797278237182263,0.2512
sub-016,CSplus1,20,0.0,0.06797971464352846,-0.47183143376231884,0.0
sub-016,CSplus1,21,0.0,0.05530518210415479,-0.38294382534254867,0.0
sub-016,CSminus1,22,0.0526,0.022956174827064534,-0.17058921423393136,0.0526
sub-016,CSplus1,23,0.0655,0.04633537487490632,-0.3237876294948783,0.0655
sub-016,CSplusUS1,24,0.1978,0.07887228127173944,0.7203541292061278,0.1978
sub-016,CSminus1,25,0.0105,0.02073183852183538,-0.15574189215124457,0.0105
sub-016,CSplus1,26,0.0524,0.060679497610414454,-0.42384894135061174,0.0524
sub-016,CSminus1,27,0.0,0.018826068862896617,-0.14294031581978378,0.0
sub-016,CSplus1,28,0.0,0.04923918660515384,-0.34287476474449274,0.0
sub-016,CSplus1,29,0.0633,0.041232947015270104,-0.28989424544170617,0.0633
sub-016,CSminus1,30,0.0949,0.017180060142777096,-0.13181082261810653,0.0949
sub-016,CSminusUS2,31,0.2718,0.05503241310775996,0.8779362266952592,0.2718
sub-016,CSplus2,32,0.0892,0.03525107453815782,-0.2506623399201133,0.0892
sub-016,CSminus2,33,0.0,0.04085025680940136,-0.29210035182616695,0.0
sub-016,CSminusUS2,34,0.2096,0.07180462137944817,0.7688652207642944,0.2096
sub-016,CSplus2,35,0.0,0.030603813379342166,-0.22020092763481458,0.0
sub-016,CSminus2,36,0.0347,0.05333352801961995,-0.3726387906274597,0.0347
sub-016,CSplus2,37,0.0,0.02689296417921562,-0.19581671538918816,0.0
sub-016,CSminus2,38,0.0,0.04211040216899895,-0.29285455293297896,0.0
sub-016,CSminus2,39,0.0,0.03451915766518488,-0.2425385987203269,0.0
sub-016,CSplus2,40,0.0346,0.023867431886427766,-0.17585305018199945,0.0346
sub-016,CSminusUS2,41,0.1939,0.06830489876041032,0.7935096258167795,0.1939
sub-016,CSminus2,42,0.0585,0.051220951204307814,-0.35793089560649743,0.0585
sub-016,CSplus2,43,0.0143,0.021359448205907797,-0.1592180568123742,0.0143
sub-016,CSminusUS2,44,0.1755,0.08004087099008006,0.7166358782730206,0.1755
sub-016,CSminus2,45,0.0,0.05996242973426231,-0.41466377995330894,0.0
sub-016,CSplus2,46,0.0,0.01925203509957581,-0.14515708965968432,0.0
sub-016,CSplus2,47,0.0,0.017460872257200614,-0.133129430808922,0.0
sub-016,CSminus2,48,0.0,0.04750571923984046,-0.32706687459487094,0.0
sub-016,CSplus2,49,0.0,0.015923531285140468,-0.12273636064998678,0.0
sub-016,CSminusUS2,50,0.2298,0.07823696036770428,0.7293313903305033,0.2298
sub-016,CSminus2,51,0.0774,0.05905009814444453,-0.4084470872668048,0.0774
sub-016,CSplus2,52,0.0,0.014592760889933087,-0.11367686385908116,0.0
sub-016,CSminus2,53,0.0,0.04706151823754154,-0.3240746656201385,0.0
sub-016,CSminus2,54,0.0102,0.038767635489925095,-0.26942242470389294,0.0102
sub-016,CSplus2,55,0.0959,0.013432128096668425,-0.10571916361034077,0.0959
sub-016,CSminusUS2,56,0.2555,0.07194006294922704,0.7704538465645681,0.2555
sub-016,CSplus2,57,0.0644,0.01241309346708748,-0.09868177609807842,0.0644
sub-016,CSminus2,58,0.0,0.05433156766506827,-0.37769297536848434,0.0
sub-016,CSplus2,59,0.0,0.011512992846796936,-0.0924205251600983,0.0
sub-016,CSminus2,60,0.0635,0.043422365283910566,-0.3003216908055061,0.0635
sub-016,CSminusUS2,61,0.2171,0.07518036209023475,0.7493869028079313,0.2171
sub-016,CSplus2,62,0.0411,0.01071361092863119,-0.086819415884368,0.0411
sub-016,CSplus2,63,0.0,0.010000152010226037,-0.08178407981665128,0.0
sub-016,CSminus2,64,0.0,0.05670267286361327,-0.39297362889764165,0.0
sub-016,CSminus2,65,0.0,0.045219302918927465,-0.31184795116327524,0.0
sub-016,CSplus2,66,0.0,0.009360483806639404,-0.0772369772057652,0.0
sub-016,CSminus2,67,0.0,0.03729445014341297,-0.25955941354135914,0.0
sub-016,CSplus2,68,0.0,0.008784572968481256,-0.07311382628183612,0.0
sub-016,CSminus2,69,0.0,0.031457907704019225,-0.22144322296883925,0.0
sub-1205,CSplusUS1,1,1.6507,0.07967976313141774,0.5,1.6507
sub-1205,CSplus1,2,0.0,0.06203259470988571,-0.5858351125791578,0.0
sub-1205,CSminus1,3,0.1238,0.053488610344006045,-0.5,0.1238
sub-1205,CSplusUS1,4,1.6512,0.07750385918657997,0.5251420423498184,1.6512
sub-1205,CSminus1,5,0.0,0.04494462597812624,-0.41416488742084423,0.0
sub-1205,CSplus1,6,0.2668,0.060633085476404426,-0.5715878348083464,0.2668
sub-1205,CSplusUS1,7,1.216,0.07652025550352483,0.5347821707111485,1.216
sub-1205,CSminus1,8,0.0238,0.038576545557084944,-0.35347181719150644,0.0238
sub-1205,CSplus1,9,0.0,0.05990901064642065,-0.5646517401929236,0.0
sub-1205,CSminus1,10,0.0123,0.03360797436952486,-0.3070260247329831,0.0123
sub-1205,CSplusUS1,11,1.337,0.07597045397184905,0.5399654212685433,1.337
sub-1205,CSplus1,12,0.0,0.05948165389959349,-0.5606701019638299,0.0
sub-1205,CSminus1,13,0.028,0.029623006865018692,-0.27022036063578536,0.028
sub-1205,CSplus1,14,0.1059,0.04944080729008859,-0.45690917411343307,0.1059
sub-1205,CSminus1,15,0.0317,0.026362114190496312,-0.24035079115401514,0.0317
sub-1205,CSplus1,16,0.0134,0.0421213322381659,-0.38650284669265816,0.0134
sub-1205,CSplusUS1,17,1.6391,0.06267370450517637,0.6665018005579737,1.6391
sub-1205,CSminus1,18,0.0,0.02365102304765074,-0.21566447222963606,0.0
sub-1205,CSminus1,19,0.0,0.021367288651632097,-0.19495979153434512,0.0
sub-1205,CSplus1,20,0.034,0.049088926246016205,-0.46361852615521293,0.034
sub-1205,CSplus1,21,0.0,0.041096051321778196,-0.37989204212800676,0.0
sub-1205,CSminus1,22,0.0,0.01942204814996167,-0.17738051545707872,0.0
sub-1205,CSplus1,23,0.0,0.035287852093163284,-0.3239427090548209,0.0
sub-1205,CSminus1,24,0.0343,0.017749160577959493,-0.16229826949267337,0.0343
sub-1205,CSplusUS1,25,1.6072,0.056989858251252204,0.7182349673342207,1.6072
sub-1205,CSplus1,26,0.0,0.04429993265858744,-0.4202160612731389,0.0
sub-1205,CSminus1,27,0.0,0.016298367736198954,-0.1492408577410101,0.0
sub-1205,CSplus1,28,0.0125,0.0370165997166165,-0.34303701780099477,0.0125
sub-1205,CSplus1,29,0.0,0.03177976652917186,-0.2923237240235884,0.0
sub-1205,CSminus1,30,0.1778,0.015030807243227187,-0.1378464067680522,0.1778
sub-1205,CSminusUS2,31,1.6355,0.04010712576672439,0.8721670746266124,1.6355
sub-1205,CSplus2,32,0.0,0.02775683488436064,-0.2543949594006119,0.0
sub-1205,CSminus2,33,0.0,0.030017569894326863,-0.29064770703262827,0.0
sub-1205,CSplus2,34,0.0,0.02455490008022717,-0.22466712537785344,0.0
sub-1205,CSminusUS2,35,1.6203,0.05097948071449235,0.7675122618169012,1.6203
sub-1205,CSminus2,36,0.0,0.038292906462529655,-0.36862258924580527,0.0
sub-1205,CSplus2,37,0.0,0.02194421353418931,-0.20067253343434827,0.0
sub-1205,CSminus2,38,0.0,0.03126955234004194,-0.2927343420928126,0.0
sub-1205,CSminus2,39,0.0559,0.026387293418173818,-0.2446631190961702,0.0559
sub-1205,CSplus2,40,0.0,0.019776316562930395,-0.1808865084025784,0.0
sub-1205,CSminus2,41,0.0133,0.022745644227087865,-0.20985021997308814,0.0133
sub-1205,CSminusUS2,42,1.1113,0.046111789888147146,0.8166810057170185,1.1113
sub-1205,CSplus2,43,0.0,0.01794950732885134,-0.1642960292831719,0.0
sub-1205,CSminusUS2,44,0.995,0.06094732857432754,0.6659108067305106,0.995
sub-1205,CSminus2,45,0.0,0.04565794725121662,-0.43859964364454634,0.0
sub-1205,CSplus2,46,0.0387,0.016391280279602023,-0.15019489087116975,0.0387
sub-1205,CSplus2,47,0.0,0.015048366056667234,-0.13807299760084984,0.0
sub-1205,CSminus2,48,0.0,0.036987193232762346,-0.345924961785213,0.0
sub-1205,CSplus2,49,0.0,0.013880674105599866,-0.12755149729816595,0.0
sub-1205,CSminusUS2,50,0.7253,0.057134421041699114,0.7134783002048549,0.7253
sub-1205,CSminus2,51,0.0,0.043528477299153844,-0.41517570055542863,0.0
sub-1205,CSplus2,52,1.0039,0.01285742319989668,-0.118342547736044,1.0039
sub-1205,CSminus2,53,0.0,0.035693536603291505,-0.3321883545506992,0.0
sub-1205,CSminus2,54,0.0,0.030128040908003237,-0.2780267397114031,0.0
sub-1205,CSplus2,55,0.0,0.011954575068412932,-0.11022325655149719,0.0
sub-1205,CSminusUS2,56,1.4372,0.05210927459177234,0.7618840084210896,1.4372
sub-1205,CSplus2,57,0.0,0.01115307991556387,-0.1030182052793308,0.0
sub-1205,CSminus2,58,0.0,0.039709209474504736,-0.3790142024021634,0.0
sub-1205,CSplus2,59,0.0542,0.010437646186933349,-0.09658738792882732,0.0542
sub-1205,CSminus2,60,0.1143,0.032712280824395576,-0.30430136592106144,0.1143
sub-1205,CSminus2,61,0.0,0.027750853901265287,-0.25598649713265254,0.0
sub-1205,CSplus2,62,0.0,0.009795859007618294,-0.0908176810698999,0.0
sub-1205,CSplus2,63,0.0,0.009217536437438768,-0.08561668337329734,0.0
sub-1205,CSminusUS2,64,1.0853,0.05017968045214558,0.7796567195963244,1.0853
sub-1205,CSplus2,65,0.0,0.008694251516026418,-0.08090818414206674,0.0
sub-1205,CSminus2,66,0.0,0.03811872993019501,-0.3644371290301849,0.0
sub-1205,CSminus2,67,0.3765,0.031383588071873206,-0.2921683959587742,0.3765
sub-1205,CSplus2,68,0.0,0.008218972125871343,-0.07662877583142086,0.0
sub-1205,CSminus2,69,0.0135,0.026627550848120775,-0.2457567424720613,0.0135
sub-186,CSplusUS1,1,0.4281,0.025217566404729885,0.5,0.4281
sub-186,CSplus1,2,0.1722,0.018869734517033096,-0.5885003291817242,0.1722
sub-186,CSminus1,3,0.0643,0.01584917871296791,-0.5,0.0643
sub-186,CSplusUS1,4,0.0131,0.024335420930477233,0.5263332219363134,0.0131
sub-186,CSminus1,5,0.0,0.012828622908902654,-0.41149967081827643,0.0
sub-186,CSplus1,6,0.0,0.018346392138594944,-0.5736624008315984,0.0
sub-186,CSplusUS1,7,0.0,0.02398551132507231,0.536345582078348,0.0
sub-186,CSminus1,8,0.0522,0.010690212579090221,-0.34933256357287157,0.0522
sub-186,CSplus1,9,0.0,0.01809694494255118,-0.5664827969710242,0.0
sub-186,CSminus1,10,0.0,0.009075144627715926,-0.3020033846775911,0.0
sub-186,CSplusUS1,11,0.0,0.023800243851616564,0.5416899410980994,0.0
sub-186,CSplus1,12,0.0311,0.01795526167395867,-0.5623940417693524,0.0311
sub-186,CSminus1,13,0.0,0.007809986281746532,-0.2646865659243425,0.0
sub-186,CSplus1,14,0.0,0.01432106017192769,-0.45511350870835504,0.0
sub-186,CSminus1,15,0.0,0.0067942751318208995,-0.234549351031664,0.0
sub-186,CSplus1,16,0.0,0.011825956823641319,-0.382849528273423,0.0
sub-186,CSplusUS1,17,0.0,0.019341398081726927,0.6712757146439291,0.0
sub-186,CSminus1,18,0.0,0.005963831455351024,-0.20975649515874134,0.0
sub-186,CSminus1,19,0.0,0.005275071047473653,-0.18905239448749245,0.0
sub-186,CSplus1,20,0.0,0.01457870026599146,-0.46351020615253563,0.0
sub-186,CSplus1,21,0.0,0.011671411167761244,-0.3770332468476133,0.0
sub-186,CSminus1,22,0.0,0.004697106627523048,-0.17154484400978706,0.0
sub-186,CSplus1,23,0.0,0.009696207897884147,-0.3197303936267645,0.0
sub-186,CSminus1,24,0.0,0.004207335449759298,-0.15658114866456474,0.0
sub-186,CSplusUS1,25,0.0,0.01759872425682267,0.7232337319974573,0.0
sub-186,CSplus1,26,0.0,0.013132589056333913,-0.4201054467296768,0.0
sub-186,CSminus1,27,0.0,0.0037887933943334573,-0.14367246218081556,0.0
sub-186,CSplus1,28,0.0277,0.010457539521924367,-0.340324002513416,0.0277
sub-186,CSplus1,29,0.0,0.008667398759198027,-0.28835481846794464,0.0
sub-186,CSminus1,30,0.0,0.0034284836019395867,-0.1324453983908409,0.0
sub-186,CSminusUS2,31,0.0,0.012484664691197541,0.8773900499063569,0.0
sub-186,CSplus2,32,0.0,0.007351116486637317,-0.2497026429952019,0.0
sub-186,CSminus2,33,0.0,0.008885276367935867,-0.2909382423274057,0.0
sub-186,CSplus2,34,0.0,0.006334627824278158,-0.2195716101981107,0.0
sub-186,CSminusUS2,35,0.0,0.01625094415363688,0.76941987756,0.0
sub-186,CSminus2,36,0.0,0.011667050386602096,-0.3710467240012547,0.0
sub-186,CSplus2,37,0.0,0.0055250008109582185,-0.19537935894525724,0.0
sub-186,CSminus2,38,0.0,0.009017266824620956,-0.29221081300651247,0.0
sub-186,CSminus2,39,0.0,0.007306785025121198,-0.24264571030259807,0.0
sub-186,CSplus2,40,0.0,0.004865866463275307,-0.17552944007349605,0.0
sub-186,CSminus2,41,0.0,0.006089404660574865,-0.2069350324724724,0.0
sub-186,CSminusUS2,42,0.0,0.014543964503246748,0.8201345831259316,0.0
sub-186,CSplus2,43,0.0,0.004320257780755783,-0.15896253356947573,0.0
sub-186,CSminusUS2,44,0.0,0.019874810671416936,0.6643419069560272,0.0
sub-186,CSminus2,45,0.0,0.01421706472743207,-0.4429588694114314,0.0
sub-186,CSplus2,46,0.0,0.003862614303985406,-0.14494204447336131,0.0
sub-186,CSplus2,47,0.0,0.0034745632619013443,-0.13293762194746545,0.0
sub-186,CSminus2,48,0.0,0.0109458686074411,-0.3466616194561748,0.0
sub-186,CSplus2,49,0.0,0.0031424962429920885,-0.12255673295855102,0.0
sub-186,CSminusUS2,50,0.0,0.01818774386748193,0.7146609550293731,0.0
sub-186,CSminus2,51,0.0,0.013343879797476052,-0.4181416301648046,0.0
sub-186,CSplus2,52,0.0,0.0028560888761298814,-0.113502196382203,0.0
sub-186,CSminus2,53,0.0,0.01044132786211308,-0.3320405941371358,0.0
sub-186,CSminus2,54,0.0,0.008511230237663002,-0.27625725293248704,0.0
sub-186,CSplus2,55,0.0,0.002607352771418275,-0.10554469726008477,0.0
sub-186,CSminusUS2,56,0.0,0.016477274952652235,0.764647317357699,0.0
sub-186,CSplus2,57,0.0,0.0023900048176811097,-0.0985043835229009,0.0
sub-186,CSminus2,58,0.0,0.012081813282195153,-0.3809718389175893,0.0
sub-186,CSplus2,59,0.0277,0.0021990341608818264,-0.09223819061021384,0.0277
sub-186,CSminus2,60,0.0,0.009478618711087183,-0.30351684119049166,0.0
sub-186,CSminus2,61,0.0,0.007758363416774664,-0.2538257809502671,0.0
sub-186,CSplus2,62,0.0,0.00203039685452651,-0.0866308982016988,0.0
sub-186,CSplus2,63,0.0,0.0018807955418913462,-0.08158868709843078,0.0
sub-186,CSminusUS2,64,0.0107,0.015876780744143247,0.7826468070789868,0.0107
sub-186,CSplus2,65,0.0114,0.001747517299088742,-0.07703441170088622,0.0114
sub-186,CSminus2,66,0.0,0.01159501979172773,-0.36627929714066637,0.0
sub-186,CSminus2,67,0.0124,0.009078555556193761,-0.29134428650586536,0.0124
sub-186,CSplus2,68,0.0,0.0016283121985653203,-0.07290407479955663,0.0
sub-186,CSminus2,69,0.0,0.00742567512950036,-0.24360833250413697,0.0
sub-056,CSplusUS1,1,0.5973,0.3838563543559516,0.5,0.5973
sub-056,CSminus1,2,0.6425,0.2723353977296819,-0.5,0.6425
sub-056,CSplus1,3,0.5883,0.31419615958008423,-0.5755724046761352,0.5883
sub-056,CSplusUS1,4,0.2672,0.3747829131713607,0.5169461123125856,0.2672
sub-056,CSminus1,5,0.2312,0.23047463587928035,-0.42442759532387037,0.2312
sub-056,CSplus1,6,0.3856,0.3077285399747798,-0.5638553386301396,0.3856
sub-056,CSplus1,7,0.3398,0.2584442779320612,-0.4744417095672987,0.3398
sub-056,CSminus1,8,0.3206,0.19768731521346777,-0.3658013029603261,0.3206
sub-056,CSplusUS1,9,0.2951,0.3318358545816021,0.5938404956475479,0.2951
sub-056,CSminus1,10,0.0835,0.17136761415296056,-0.31889207664277497,0.0835
sub-056,CSplusUS1,11,0.1757,0.38522279787734753,0.4967699917830745,0.1757
sub-056,CSplus1,12,0.2566,0.3146728327309404,-0.5766880574232013,0.2566
sub-056,CSminus1,13,0.19,0.14986559170548283,-0.2805950284453316,0.19
sub-056,CSplus1,14,0.0846,0.2633360734271933,-0.4832993541842635,0.0846
sub-056,CSminus1,15,0.0494,0.1320556875766512,-0.24884900517331948,0.0494
sub-056,CSminus1,16,0.1446,0.11713510249798276,-0.222206907876852,0.1446
sub-056,CSplus1,17,0.4029,0.22388712609320105,-0.4125495425158496,0.4029
sub-056,CSplusUS1,18,0.1984,0.3041782492395545,0.6431646057678697,0.1984
sub-056,CSminus1,19,0.1346,0.10451334555511355,-0.19961519895387408,0.1346
